16;66;255;255;255
17;66;255;255;255
18;66;255;255;255
19;66;255;255;255
21;65;255;255;255
22;65;255;255;255
22;64;255;255;255
23;64;255;255;255
23;63;255;255;255
24;62;255;255;255
25;62;255;255;255
25;61;255;255;255
25;60;255;255;255
26;59;255;255;255
27;58;255;255;255
27;57;255;255;255
28;57;255;255;255
28;56;255;255;255
29;56;255;255;255
30;56;255;255;255
31;56;255;255;255
31;55;255;255;255
31;54;255;255;255
32;54;255;255;255
33;54;255;255;255
34;53;255;255;255
34;52;255;255;255
35;52;255;255;255
35;51;255;255;255
36;51;255;255;255
37;50;255;255;255
37;49;255;255;255
38;48;255;255;255
39;48;255;255;255
39;47;255;255;255
40;47;255;255;255
39;47;255;255;255
38;47;255;255;255
37;47;255;255;255
36;48;255;255;255
35;49;255;255;255
34;49;255;255;255
33;50;255;255;255
32;51;255;255;255
31;51;255;255;255
31;52;255;255;255
31;53;255;255;255
30;53;255;255;255
29;53;255;255;255
29;54;255;255;255
28;55;255;255;255
28;56;255;255;255
27;57;255;255;255
26;57;255;255;255
26;58;255;255;255
25;58;255;255;255
24;58;255;255;255
23;58;255;255;255
23;59;255;255;255
22;59;255;255;255
21;59;255;255;255
21;60;255;255;255
20;60;255;255;255
19;60;255;255;255
19;61;255;255;255
18;61;255;255;255
17;61;255;255;255
16;62;255;255;255
15;62;255;255;255
15;63;255;255;255
16;63;255;255;255
17;63;255;255;255
17;64;255;255;255
18;64;255;255;255
19;64;255;255;255
19;63;255;255;255
20;63;255;255;255
20;62;255;255;255
21;62;255;255;255
21;61;255;255;255
21;60;255;255;255
22;60;255;255;255
22;59;255;255;255
23;58;255;255;255
24;57;255;255;255
24;56;255;255;255
25;56;255;255;255
26;56;255;255;255
26;55;255;255;255
26;54;255;255;255
27;54;255;255;255
28;53;255;255;255
28;52;255;255;255
29;52;255;255;255
30;52;255;255;255
30;51;255;255;255
31;51;255;255;255
32;51;255;255;255
33;51;255;255;255
34;50;255;255;255
35;50;255;255;255
35;49;255;255;255
35;48;255;255;255
36;48;255;255;255
36;47;255;255;255
37;47;255;255;255
38;46;255;255;255
39;45;255;255;255
39;44;255;255;255
40;44;255;255;255
40;45;255;255;255
40;46;255;255;255
40;47;255;255;255
39;47;255;255;255
39;48;255;255;255
39;49;255;255;255
38;49;255;255;255
37;49;255;255;255
37;50;255;255;255
36;50;255;255;255
35;51;255;255;255
34;51;255;255;255
34;52;255;255;255
33;52;255;255;255
32;53;255;255;255
30;53;255;255;255
29;54;255;255;255
28;54;255;255;255
27;54;255;255;255
27;55;255;255;255
26;55;255;255;255
26;56;255;255;255
25;56;255;255;255
23;57;255;255;255
22;57;255;255;255
22;58;255;255;255
21;58;255;255;255
20;58;255;255;255
20;59;255;255;255
19;59;255;255;255
19;60;255;255;255
19;61;255;255;255
18;62;255;255;255
18;63;255;255;255
19;63;255;255;255
20;62;255;255;255
21;62;255;255;255
21;61;255;255;255
22;61;255;255;255
23;60;255;255;255
24;60;255;255;255
24;59;255;255;255
25;59;255;255;255
26;58;255;255;255
26;57;255;255;255
27;57;255;255;255
28;57;255;255;255
29;57;255;255;255
29;56;255;255;255
29;55;255;255;255
30;55;255;255;255
31;55;255;255;255
31;54;255;255;255
32;54;255;255;255
33;54;255;255;255
33;53;255;255;255
34;53;255;255;255
34;52;255;255;255
35;52;255;255;255
35;51;255;255;255
35;50;255;255;255
36;50;255;255;255
36;49;255;255;255
36;48;255;255;255
36;47;255;255;255
36;46;255;255;255
36;45;255;255;255
36;44;255;255;255
36;43;255;255;255
37;43;255;255;255
37;42;255;255;255
37;41;255;255;255
38;41;255;255;255
38;42;255;255;255
37;42;255;255;255
36;42;255;255;255
36;43;255;255;255
36;44;255;255;255
35;44;255;255;255
35;45;255;255;255
34;45;255;255;255
33;46;255;255;255
32;46;255;255;255
31;47;255;255;255
30;48;255;255;255
28;48;255;255;255
28;49;255;255;255
27;49;255;255;255
26;49;255;255;255
25;50;255;255;255
25;51;255;255;255
24;52;255;255;255
24;53;255;255;255
23;53;255;255;255
23;54;255;255;255
22;55;255;255;255
22;56;255;255;255
21;56;255;255;255
21;57;255;255;255
20;57;255;255;255
19;57;255;255;255
18;57;255;255;255
17;57;255;255;255
16;57;255;255;255
16;58;255;255;255
16;59;255;255;255
16;60;255;255;255
16;61;255;255;255
16;62;255;255;255
16;63;255;255;255
16;64;255;255;255
15;65;255;255;255
14;65;255;255;255
13;65;255;255;255
12;65;255;255;255
12;66;255;255;255
11;66;255;255;255
11;67;255;255;255
11;68;255;255;255
11;69;255;255;255
10;69;255;255;255
10;70;255;255;255
9;70;255;255;255
9;69;255;255;255
9;68;255;255;255
9;67;255;255;255
10;67;255;255;255
10;66;255;255;255
11;66;255;255;255
11;65;255;255;255
12;65;255;255;255
12;64;255;255;255
13;64;255;255;255
13;63;255;255;255
14;63;255;255;255
14;62;255;255;255
15;62;255;255;255
15;61;255;255;255
16;61;255;255;255
17;61;255;255;255
17;62;255;255;255
17;63;255;255;255
17;64;255;255;255
16;64;255;255;255
16;65;255;255;255
15;65;255;255;255
15;66;255;255;255
14;66;255;255;255
14;67;255;255;255
13;67;255;255;255
13;66;255;255;255
14;66;255;255;255
14;65;255;255;255
15;65;255;255;255
15;64;255;255;255
16;63;255;255;255
16;62;255;255;255
17;61;255;255;255
18;60;255;255;255
18;59;255;255;255
19;59;255;255;255
19;58;255;255;255
20;57;255;255;255
21;56;255;255;255
22;55;255;255;255
22;54;255;255;255
23;54;255;255;255
23;53;255;255;255
24;53;255;255;255
24;52;255;255;255
25;52;255;255;255
26;52;255;255;255
26;51;255;255;255
27;50;255;255;255
28;50;255;255;255
28;49;255;255;255
29;49;255;255;255
30;49;255;255;255
30;48;255;255;255
31;48;255;255;255
32;47;255;255;255
32;46;255;255;255
33;46;255;255;255
34;46;255;255;255
34;45;255;255;255
35;45;255;255;255
36;44;255;255;255
37;44;255;255;255
36;45;255;255;255
35;45;255;255;255
35;46;255;255;255
34;46;255;255;255
33;47;255;255;255
32;48;255;255;255
32;49;255;255;255
31;49;255;255;255
31;50;255;255;255
30;51;255;255;255
29;51;255;255;255
28;52;255;255;255
27;52;255;255;255
26;52;255;255;255
25;52;255;255;255
24;53;255;255;255
23;53;255;255;255
22;53;255;255;255
22;54;255;255;255
22;55;255;255;255
21;55;255;255;255
20;56;255;255;255
20;57;255;255;255
19;57;255;255;255
18;57;255;255;255
18;58;255;255;255
18;59;255;255;255
17;59;255;255;255
16;59;255;255;255
15;60;255;255;255
14;60;255;255;255
14;61;255;255;255
13;61;255;255;255
13;62;255;255;255
13;63;255;255;255
12;63;255;255;255
12;64;255;255;255
11;64;255;255;255
11;65;255;255;255
12;65;255;255;255
13;64;255;255;255
13;63;255;255;255
14;62;255;255;255
16;62;255;255;255
16;61;255;255;255
17;61;255;255;255
17;60;255;255;255
18;60;255;255;255
